FID,CruiseID,Survey,Date_,Time_UTC,StnCode,GearCode,GearName,StnNumber,Replicate,FixNumber,DecLat84,DecLon84,DepthBH,No_Sample
ME5301_ActualPositions_RC20130128.153,CEND1509,Portland Dunes North (PDN),28/10/2009,22:10,HG02,HG,0.1m2 Hamon Grab,52,C,927,50.26912,-2.847728,56,
ME5301_ActualPositions_RC20130128.154,CEND1509,Portland Dunes North (PDN),28/10/2009,21:18,HG03,HG,0.1m2 Hamon Grab,53,A,928,50.26909,-2.850525,54,
ME5301_ActualPositions_RC20130128.155,CEND1509,Portland Dunes North (PDN),28/10/2009,22:23,HG03,HG,0.1m2 Hamon Grab,53,B,929,50.26909,-2.850601,54,
ME5301_ActualPositions_RC20130128.156,CEND1509,Portland Dunes North (PDN),28/10/2009,22:27,HG03,HG,0.1m2 Hamon Grab,53,C,930,50.26909,-2.850674,54,
ME5301_ActualPositions_RC20130128.157,CEND1509,Portland Dunes North (PDN),28/10/2009,22:36,HG04,HG,0.1m2 Hamon Grab,54,A,931,50.26907,-2.852172,47,
ME5301_ActualPositions_RC20130128.158,CEND1509,Portland Dunes North (PDN),28/10/2009,22:41,HG04,HG,0.1m2 Hamon Grab,54,B,932,50.26907,-2.85225,47,
ME5301_ActualPositions_RC20130128.159,CEND1509,Portland Dunes North (PDN),28/10/2009,22:44,HG04,HG,0.1m2 Hamon Grab,54,C,933,50.26909,-2.852327,47,
ME5301_ActualPositions_RC20130128.160,CEND1509,Portland Dunes North (PDN),28/10/2009,22:13,HG06,HG,0.1m2 Hamon Grab,56,A,937,50.26909,-2.854425,59,
ME5301_ActualPositions_RC20130128.161,CEND1509,Portland Dunes North (PDN),28/10/2009,23:15,HG06,HG,0.1m2 Hamon Grab,56,B,938,50.26909,-2.854412,59,
ME5301_ActualPositions_RC20130128.162,CEND1509,Portland Dunes North (PDN),28/10/2009,23:17,HG06,HG,0.1m2 Hamon Grab,56,C,939,50.26908,-2.854411,59,
ME5301_ActualPositions_RC20130128.163,CEND1509,Portland Dunes North (PDN),28/10/2009,23:29,HG07,HG,0.1m2 Hamon Grab,57,A,940,50.26907,-2.856051,59,
ME5301_ActualPositions_RC20130128.164,CEND1509,Portland Dunes North (PDN),28/10/2009,23:32,HG07,HG,0.1m2 Hamon Grab,57,B,941,50.26907,-2.856085,59,
ME5301_ActualPositions_RC20130128.165,CEND1509,Portland Dunes North (PDN),28/10/2009,23:45,HG07,HG,0.1m2 Hamon Grab,57,C,942,50.26908,-2.856137,59,
ME5301_ActualPositions_RC20130128.166,CEND1509,Portland Dunes North (PDN),29/10/2009,01:56,HG08,HG,0.1m2 Hamon Grab,59,A,1020,50.24965,-2.862578,60,
ME5301_ActualPositions_RC20130128.167,CEND1509,Portland Dunes North (PDN),29/10/2009,02:18,HG09,HG,0.1m2 Hamon Grab,60,A,1021,50.24961,-2.866271,57,
ME5301_ActualPositions_RC20130128.168,CEND1509,Portland Dunes North (PDN),29/10/2009,02:32,HG10,HG,0.1m2 Hamon Grab,61,A,1022,50.24961,-2.868027,55,
ME5301_ActualPositions_RC20130128.169,CEND1509,Portland Dunes North (PDN),29/10/2009,02:37,HG11,HG,0.1m2 Hamon Grab,62,A,1023,50.24961,-2.869434,52,
ME5301_ActualPositions_RC20130128.170,CEND1509,Portland Dunes North (PDN),29/10/2009,02:57,HG12,HG,0.1m2 Hamon Grab,63,A,1026,50.24962,-2.870075,58,
ME5301_ActualPositions_RC20130128.171,CEND1509,Portland Dunes North (PDN),29/10/2009,03:08,HG13,HG,0.1m2 Hamon Grab,64,A,1027,50.24961,-2.872169,59,
ME5301_ActualPositions_RC20130128.172,CEND1509,Portland Dunes North (PDN),29/10/2009,03:11,HG13,HG,0.1m2 Hamon Grab,64,B,1028,50.24961,-2.872162,59,
ME5301_ActualPositions_RC20130128.173,CEND1509,Portland Dunes North (PDN),29/10/2009,03:48,HG14,HG,0.1m2 Hamon Grab,65,A,1029,50.23753,-2.868151,60,
ME5301_ActualPositions_RC20130128.174,CEND1509,Portland Dunes North (PDN),29/10/2009,04:08,HG16,HG,0.1m2 Hamon Grab,66,A,1030,50.25986,-2.863388,60,
ME5301_ActualPositions_RC20130128.175,CEND1509,Portland Dunes North (PDN),29/10/2009,04:30,HG17,HG,0.1m2 Hamon Grab,67,A,1031,50.26116,-2.849249,58,
ME5301_ActualPositions_RC20130128.176,CEND1509,Torbay Transect (TB),29/10/2009,12:35,TBM2,RST,Rosette,69,A,1034,50.14952,-2.964396,62,
ME5301_ActualPositions_RC20130128.177,CEND1509,Torbay Transect (TB),29/10/2009,14:20,SPI19,SPI Cam,SPI plus Video Camera,71,A,1041,50.14938,-2.964119,63,
ME5301_ActualPositions_RC20130128.178,CEND1509,Torbay Transect (TB),29/10/2009,14:23,SPI19,SPI Cam,SPI plus Video Camera,71,B,1042,50.14941,-2.964197,63,
ME5301_ActualPositions_RC20130128.179,CEND1509,Torbay Transect (TB),29/10/2009,14:25,SPI19,SPI Cam,SPI plus Video Camera,71,C,1043,50.14942,-2.964256,63,
ME5301_ActualPositions_RC20130128.180,CEND1509,Torbay Transect (TB),29/10/2009,14:27,SPI19,SPI Cam,SPI plus Video Camera,71,D,1044,50.14943,-2.964308,63,
ME5301_ActualPositions_RC20130128.181,CEND1509,Torbay Transect (TB),29/10/2009,14:30,SPI19,SPI Cam,SPI plus Video Camera,71,E,1045,50.14945,-2.964373,63,
ME5301_ActualPositions_RC20130128.182,CEND1509,Torbay Transect (TB),29/10/2009,14:46,TBM2,HG,0.1m2 Hamon Grab,72,A,1046,50.14954,-2.964317,63,
ME5301_ActualPositions_RC20130128.183,CEND1509,Torbay Transect (TB),29/10/2009,14:50,TBM2,HG,0.1m2 Hamon Grab,72,B,1047,50.14958,-2.964303,63,
ME5301_ActualPositions_RC20130128.184,CEND1509,Torbay Transect (TB),29/10/2009,14:55,TBM2,HG,0.1m2 Hamon Grab,72,C,1048,50.1496,-2.964353,63,
ME5301_ActualPositions_RC20130128.185,CEND1509,Torbay Transect (TB),29/10/2009,14:59,TBM2,HG,0.1m2 Hamon Grab,72,D,1049,50.14961,-2.964427,63,
ME5301_ActualPositions_RC20130128.186,CEND1509,Torbay Transect (TB),29/10/2009,15:04,TBM2,HG,0.1m2 Hamon Grab,72,E,1050,50.14965,-2.964479,63,
ME5301_ActualPositions_RC20130128.187,CEND1509,Torbay Transect (TB),29/10/2009,15:19,TBM2,WB,Wooden Beam Trawl (2 mere),73,A,1051,50.14961,-2.964688,63,
ME5301_ActualPositions_RC20130128.188,CEND1509,Torbay Transect (TB),28/10/2009,16:33,TBS01,HG,0.1m2 Hamon Grab,74,A,1053,50.13887,-2.945247,63,
ME5301_ActualPositions_RC20130128.189,CEND1509,Torbay Transect (TB),28/10/2009,16:40,TBS01,HG,0.1m2 Hamon Grab,74,B,1054,50.13887,-2.945266,63,
ME5301_ActualPositions_RC20130128.190,CEND1509,Torbay Transect (TB),28/10/2009,16:44,TBS01,HG,0.1m2 Hamon Grab,74,C,1056,50.13871,-2.945415,63,
ME5301_ActualPositions_RC20130128.191,CEND1509,Torbay Transect (TB),29/10/2009,16:56,SPI20,SPI Cam,SPI plus Video Camera,75,A,1057,50.1388,-2.94567,63,
ME5301_ActualPositions_RC20130128.192,CEND1509,Torbay Transect (TB),29/10/2009,16:58,SPI20,SPI Cam,SPI plus Video Camera,75,B,1058,50.13874,-2.945698,63,
ME5301_ActualPositions_RC20130128.193,CEND1509,Torbay Transect (TB),29/10/2009,17:00,SPI20,SPI Cam,SPI plus Video Camera,75,C,Man,50.13874,-2.945698,63,
ME5301_ActualPositions_RC20130128.194,CEND1509,Start Point,29/10/2009,19:11,SPE02,SPI Cam,SPI plus Video Camera,76,A,1059,50.07336,-3.401139,65,
ME5301_ActualPositions_RC20130128.195,CEND1509,Start Point,29/10/2009,19:13,SPE02,SPI Cam,SPI plus Video Camera,76,B,1060,50.07331,-3.401145,65,
ME5301_ActualPositions_RC20130128.196,CEND1509,Start Point,29/10/2009,19:14,SPE02,SPI Cam,SPI plus Video Camera,76,C,1061,50.07325,-3.401194,65,
ME5301_ActualPositions_RC20130128.197,CEND1509,Start Point,29/10/2009,19:28,SPE02,HG,0.1m2 Hamon Grab,77,A,1062,50.07318,-3.401009,66,
ME5301_ActualPositions_RC20130128.198,CEND1509,Start Point,29/10/2009,19:34,SPE02,HG,0.1m2 Hamon Grab,77,B,1063,50.07316,-3.400887,66,
ME5301_ActualPositions_RC20130128.199,CEND1509,Start Point,29/10/2009,19:38,SPE02,HG,0.1m2 Hamon Grab,77,C,1064,50.07313,-3.400755,66,
ME5301_ActualPositions_RC20130128.200,CEND1509,Start Point,29/10/2009,20:24,SPE01,HG,0.1m2 Hamon Grab,78,A,1065,50.11604,-3.423843,64,
ME5301_ActualPositions_RC20130128.201,CEND1509,Start Point,29/10/2009,20:29,SPE01,HG,0.1m2 Hamon Grab,78,B,1066,50.116,-3.423798,64,
ME5301_ActualPositions_RC20130128.202,CEND1509,Start Point,29/10/2009,20:34,SPE01,HG,0.1m2 Hamon Grab,78,C,1067,50.11597,-3.423737,64,
ME5301_ActualPositions_RC20130128.203,CEND1509,Start Point,29/10/2009,20:48,SPE01,SPI Cam,SPI plus Video Camera,79,A,1068,50.11598,-3.423651,63,
ME5301_ActualPositions_RC20130128.204,CEND1509,Start Point,29/10/2009,20:50,SPE01,SPI Cam,SPI plus Video Camera,79,B,1069,50.11601,-3.423704,63,
ME5301_ActualPositions_RC20130128.205,CEND1509,Start Point,29/10/2009,20:53,SPE01,SPI Cam,SPI plus Video Camera,79,C,1070,50.11607,-3.423717,63,
ME5301_ActualPositions_RC20130128.206,CEND1509,Start Point,29/10/2009,22:29,SPW01,SPI Cam,SPI plus Video Camera,80,A,1071,50.11261,-3.633457,67,
ME5301_ActualPositions_RC20130128.207,CEND1509,Start Point,29/10/2009,22:31,SPW01,SPI Cam,SPI plus Video Camera,80,B,1072,50.11265,-3.633382,67,
ME5301_ActualPositions_RC20130128.208,CEND1509,Start Point,29/10/2009,22:33,SPW01,SPI Cam,SPI plus Video Camera,80,C,1073,50.1127,-3.633367,67,
ME5301_ActualPositions_RC20130128.209,CEND1509,Start Point,29/10/2009,22:56,SPW02,SPI Cam,SPI plus Video Camera,81,A,1074,50.11088,-3.632048,66,
ME5301_ActualPositions_RC20130128.210,CEND1509,Start Point,29/10/2009,22:58,SPW02,SPI Cam,SPI plus Video Camera,81,B,1075,50.11087,-3.63198,66,
ME5301_ActualPositions_RC20130128.211,CEND1509,Start Point,29/10/2009,23:01,SPW02,SPI Cam,SPI plus Video Camera,81,C,1076,50.11081,-3.631946,66,
ME5301_ActualPositions_RC20130128.212,CEND1509,Start Point,29/10/2009,23:49,SPW03,SPI Cam,SPI plus Video Camera,82,A,1077,50.07761,-3.61747,67,
ME5301_ActualPositions_RC20130128.213,CEND1509,Start Point,29/10/2009,23:51,SPW03,SPI Cam,SPI plus Video Camera,82,B,1078,50.07761,-3.617423,67,
ME5301_ActualPositions_RC20130128.214,CEND1509,Start Point,29/10/2009,23:53,SPW03,SPI Cam,SPI plus Video Camera,82,C,1079,50.07762,-3.617283,67,
ME5301_ActualPositions_RC20130128.215,CEND1509,Start Point,30/10/2009,00:10,SPW03,HG,0.1m2 Hamon Grab,83,A,1080,50.07765,-3.617177,68,
ME5301_ActualPositions_RC20130128.216,CEND1509,Start Point,30/10/2009,00:15,SPW03,HG,0.1m2 Hamon Grab,83,B,1081,50.07766,-3.617265,68,
ME5301_ActualPositions_RC20130128.217,CEND1509,Start Point,30/10/2009,00:20,SPW03,HG,0.1m2 Hamon Grab,83,C,1082,50.07767,-3.617328,68,
ME5301_ActualPositions_RC20130128.218,CEND1509,Start Point,30/10/2009,00:32,SPW05,HG,0.1m2 Hamon Grab,84,A,1083,50.07768,-3.618027,68,
ME5301_ActualPositions_RC20130128.219,CEND1509,Start Point,30/10/2009,00:37,SPW05,HG,0.1m2 Hamon Grab,84,B,1084,50.07768,-3.618074,68,
ME5301_ActualPositions_RC20130128.220,CEND1509,Start Point,30/10/2009,00:44,SPW05,HG,0.1m2 Hamon Grab,84,C,1085,50.07772,-3.618043,68,
ME5301_ActualPositions_RC20130128.221,CEND1509,Start Point,30/10/2009,01:05,SPW04,HG,0.1m2 Hamon Grab,85,A,1086,50.07458,-3.618355,69,
ME5301_ActualPositions_RC20130128.222,CEND1509,Start Point,30/10/2009,01:09,SPW04,HG,0.1m2 Hamon Grab,85,B,1087,50.07455,-3.61832,69,
ME5301_ActualPositions_RC20130128.223,CEND1509,Start Point,30/10/2009,01:15,SPW04,HG,0.1m2 Hamon Grab,85,C,1088,50.07454,-3.618233,69,
ME5301_ActualPositions_RC20130128.224,CEND1509,Start Point,30/10/2009,01:30,SPW04,SPI Cam,SPI plus Video Camera,86,A,1089,50.07451,-3.618181,69,
ME5301_ActualPositions_RC20130128.225,CEND1509,Start Point,30/10/2009,01:34,SPW04,SPI Cam,SPI plus Video Camera,86,B,1090,50.07449,-3.618125,69,
ME5301_ActualPositions_RC20130128.226,CEND1509,Start Point,30/10/2009,01:36,SPW04,SPI Cam,SPI plus Video Camera,86,C,1091,50.07446,-3.618068,69,
ME5301_ActualPositions_RC20130128.227,CEND1509,Start Point,30/10/2009,05:49,SPE06,SPI Cam,SPI plus Video Camera,90,A,1095,50.12339,-3.427588,65,
ME5301_ActualPositions_RC20130128.228,CEND1509,Start Point,30/10/2009,05:51,SPE06,SPI Cam,SPI plus Video Camera,90,B,1096,50.12335,-3.427607,65,
ME5301_ActualPositions_RC20130128.229,CEND1509,Start Point,30/10/2009,05:55,SPE06,SPI Cam,SPI plus Video Camera,90,C,1097,50.12331,-3.427603,65,
ME5301_ActualPositions_RC20130128.230,CEND1509,Start Point,30/10/2009,06:10,SPE06,HG,0.1m2 Hamon Grab,91,A,1098,50.12331,-3.427608,64,
ME5301_ActualPositions_RC20130128.231,CEND1509,Start Point,30/10/2009,06:42,SPE03,HG,0.1m2 Hamon Grab,92,A,1099,50.10812,-3.422703,64,
ME5301_ActualPositions_RC20130128.232,CEND1509,Start Point,30/10/2009,07:01,SPE04,HG,0.1m2 Hamon Grab,93,A,1100,50.09972,-3.418654,65,
ME5301_ActualPositions_RC20130128.233,CEND1509,Start Point,30/10/2009,08:52,SPM1,RST,Rosette,94,A,1101,50.07775,-3.61729,,
ME5301_ActualPositions_RC20130128.234,CEND1509,Start Point,30/10/2009,10:25,SPM1,HG,0.1m2 Hamon Grab,96,A,1105,50.07772,-3.617342,66,
ME5301_ActualPositions_RC20130128.235,CEND1509,Start Point,30/10/2009,10:30,SPM1,HG,0.1m2 Hamon Grab,96,B,1106,50.07771,-3.617333,66,
ME5301_ActualPositions_RC20130128.236,CEND1509,Start Point,30/10/2009,10:34,SPM1,HG,0.1m2 Hamon Grab,96,C,1107,50.07772,-3.61735,66,
ME5301_ActualPositions_RC20130128.237,CEND1509,Start Point,30/10/2009,10:39,SPM1,HG,0.1m2 Hamon Grab,96,D,1108,50.07773,-3.617343,66,
ME5301_ActualPositions_RC20130128.238,CEND1509,Start Point,30/10/2009,10:42,SPM1,HG,0.1m2 Hamon Grab,96,E,1109,50.07776,-3.617318,66,
ME5301_ActualPositions_RC20130128.239,CEND1509,Start Point,30/10/2009,10:58,SPM1,JB,Jennings Beam Trawl (2 metre),97,A,1110,50.07768,-3.61796,66,
ME5301_ActualPositions_RC20130128.240,CEND1509,Start Point,30/10/2009,13:38,SPM1,SPI Cam,SPI plus Video Camera,98,A,1112,50.07777,-3.617305,67,
ME5301_ActualPositions_RC20130128.241,CEND1509,Start Point,30/10/2009,13:40,SPM1,SPI Cam,SPI plus Video Camera,98,B,1113,50.07781,-3.617362,67,
ME5301_ActualPositions_RC20130128.242,CEND1509,Start Point,30/10/2009,13:43,SPM1,SPI Cam,SPI plus Video Camera,98,C,1114,50.07784,-3.617412,67,
ME5301_ActualPositions_RC20130128.243,CEND1509,Start Point,30/10/2009,13:58,SPW09,SPI Cam,SPI plus Video Camera,99,A,1115,50.07733,-3.61809,66,
ME5301_ActualPositions_RC20130128.244,CEND1509,Start Point,30/10/2009,14:01,SPW09,SPI Cam,SPI plus Video Camera,99,B,1116,50.07729,-3.618145,66,
ME5301_ActualPositions_RC20130128.245,CEND1509,Start Point,30/10/2009,14:03,SPW09,SPI Cam,SPI plus Video Camera,99,C,1117,50.07726,-3.618196,66,
ME5301_ActualPositions_RC20130128.246,CEND1509,Start Point,30/10/2009,14:14,SPW08,SPI Cam,SPI plus Video Camera,100,A,1118,50.07678,-3.618503,66,
ME5301_ActualPositions_RC20130128.247,CEND1509,Start Point,30/10/2009,14:17,SPW08,SPI Cam,SPI plus Video Camera,100,B,1119,50.07682,-3.6185,66,
ME5301_ActualPositions_RC20130128.248,CEND1509,Start Point,30/10/2009,14:19,SPW08,SPI Cam,SPI plus Video Camera,100,C,1120,50.07686,-3.618506,66,
ME5301_ActualPositions_RC20130128.249,CEND1509,Start Point,30/10/2009,14:34,SPW07,SPI Cam,SPI plus Video Camera,101,A,1122,50.07604,-3.61921,68,
ME5301_ActualPositions_RC20130128.250,CEND1509,Start Point,30/10/2009,14:36,SPW07,SPI Cam,SPI plus Video Camera,101,B,1123,50.076,-3.619137,68,
ME5301_ActualPositions_RC20130128.251,CEND1509,Start Point,30/10/2009,14:38,SPW07,SPI Cam,SPI plus Video Camera,101,C,1124,50.07597,-3.6191,68,
ME5301_ActualPositions_RC20130128.252,CEND1509,Start Point,30/10/2009,14:52,SPW06,SPI Cam,SPI plus Video Camera,102,A,1125,50.07542,-3.619656,68,
ME5301_ActualPositions_RC20130128.253,CEND1509,Start Point,30/10/2009,14:54,SPW06,SPI Cam,SPI plus Video Camera,102,B,1126,50.07539,-3.619566,68,
ME5301_ActualPositions_RC20130128.254,CEND1509,Start Point,30/10/2009,14:56,SPW06,SPI Cam,SPI plus Video Camera,102,C,1127,50.07535,-3.619513,68,
ME5301_ActualPositions_RC20130128.255,CEND1509,Start Point,30/10/2009,21:38,SPE03,SPI Cam,SPI plus Video Camera,110,A,1147,50.10803,-3.422757,64,
ME5301_ActualPositions_RC20130128.256,CEND1509,Start Point,30/10/2009,21:41,SPE03,SPI Cam,SPI plus Video Camera,110,B,1148,50.10806,-3.422755,64,
ME5301_ActualPositions_RC20130128.257,CEND1509,Start Point,30/10/2009,21:43,SPE03,SPI Cam,SPI plus Video Camera,110,C,1149,50.10806,-3.42272,64,
ME5301_ActualPositions_RC20130128.258,CEND1509,Start Point,30/10/2009,22:16,SPE04,SPI Cam,SPI plus Video Camera,111,A,1150,50.09937,-3.418698,63,
ME5301_ActualPositions_RC20130128.259,CEND1509,Start Point,30/10/2009,22:18,SPE04,SPI Cam,SPI plus Video Camera,111,B,1151,50.09938,-3.418641,63,
ME5301_ActualPositions_RC20130128.260,CEND1509,Start Point,30/10/2009,22:21,SPE04,SPI Cam,SPI plus Video Camera,111,C,1152,50.09937,-3.418565,63,
ME5301_ActualPositions_RC20130128.261,CEND1110,NSeaBGC2010,07/06/2010,23:35,SG,SPI Cam,SPI plus Video Camera,21,A,55,53.16636,2.80835,30,
ME5301_ActualPositions_RC20130128.262,CEND1110,NSeaBGC2010,07/06/2010,23:39,SG,SPI Cam,SPI plus Video Camera,21,B,56,53.16628,2.80828,30,
ME5301_ActualPositions_RC20130128.263,CEND1110,NSeaBGC2010,07/06/2010,23:41,SG,SPI Cam,SPI plus Video Camera,21,C,57,53.16624,2.80812,30,
ME5301_ActualPositions_RC20130128.264,CEND1110,NSeaBGC2010,07/06/2010,23:43,SG,SPI Cam,SPI plus Video Camera,21,D,58,53.16616,2.80805,30,
ME5301_ActualPositions_RC20130128.265,CEND1110,NSeaBGC2010,07/06/2010,23:46,SG,SPI Cam,SPI plus Video Camera,21,E,59,53.16611,2.80793,30,
ME5301_ActualPositions_RC20130128.266,CEND1110,NSeaBGC2010,07/06/2010,01:41,SG,NZ,NIOZ Box corer,23,A/1,60,53.16612,2.80796,31,
ME5301_ActualPositions_RC20130128.267,CEND1110,NSeaBGC2010,07/06/2010,01:54,SG,NZ,NIOZ Box corer,23,B/2,61,53.16606,2.80801,31,
ME5301_ActualPositions_RC20130128.268,CEND1110,NSeaBGC2010,07/06/2010,02:22,SG,NZ,NIOZ Box corer,23,C/3,63,53.16595,2.80798,31,
ME5301_ActualPositions_RC20130128.269,CEND1110,NSeaBGC2010,07/06/2010,02:49,SG,NZ,NIOZ Box corer,23,D/4,64,53.16588,2.808,31,
ME5301_ActualPositions_RC20130128.270,CEND1110,NSeaBGC2010,07/06/2010,02:59,SG,NZ,NIOZ Box corer,23,E/5,65,53.16586,2.80808,31,
ME5301_ActualPositions_RC20130128.271,CEND1110,NSeaBGC2010,07/06/2010,05:30,SG,JB,Jennings Beam Trawl (2 metre),24,A,1sol,53.16575,2.80794,31,
ME5301_ActualPositions_RC20130128.272,CEND1110,NSeaBGC2010,07/06/2010,05:53,SG,JB,Jennings Beam Trawl (2 metre),24,B,2eol,53.16678,2.80682,31,
ME5301_ActualPositions_RC20130128.273,CEND1110,NSeaBGC2010,07/06/2010,06:36,SG,NZ,NIOZ Box corer,25,F/6,83,53.16603,2.80807,31,
ME5301_ActualPositions_RC20130128.274,CEND1110,NSeaBGC2010,07/06/2010,07:22,SG,NZ,NIOZ Box corer,25,G/7,84,53.16602,2.80805,31,
ME5301_ActualPositions_RC20130128.275,CEND1110,NSeaBGC2010,07/06/2010,07:29,SG,NZ,NIOZ Box corer,25,H/8,85,53.1661,2.80807,31,
ME5301_ActualPositions_RC20130128.276,CEND1110,NSeaBGC2010,07/06/2010,07:38,SG,NZ,NIOZ Box corer,25,I/9,86,53.16618,2.80808,31,
ME5301_ActualPositions_RC20130128.277,CEND1110,NSeaBTA2010,07/06/2010,07:55,SG(BTA_01),HG,0.1m2 Hamon Grab,26,A,87,53.16626,2.80808,30,
ME5301_ActualPositions_RC20130128.278,CEND1110,NSeaBTA2010,07/06/2010,07:59,SG(BTA_01),HG,0.1m2 Hamon Grab,26,B,88,53.16633,2.80809,30,
ME5301_ActualPositions_RC20130128.279,CEND1110,NSeaBTA2010,07/06/2010,08:02,SG(BTA_01),HG,0.1m2 Hamon Grab,26,C,89,53.1664,2.80812,30,
ME5301_ActualPositions_RC20130128.280,CEND1110,NSeaBTA2010,07/06/2010,08:05,SG(BTA_01),HG,0.1m2 Hamon Grab,26,D,90,53.1664,2.8081,30,
ME5301_ActualPositions_RC20130128.281,CEND1110,NSeaBTA2010,07/06/2010,08:08,SG(BTA_01),HG,0.1m2 Hamon Grab,26,E,91,53.16647,2.80812,30,
ME5301_ActualPositions_RC20130128.282,CEND1110,NSeaBGC2010,07/06/2010,09:39,SGT_A,SPI Cam,SPI plus Video Camera,28,A,92,53.28637,2.92536,30,
ME5301_ActualPositions_RC20130128.283,CEND1110,NSeaBGC2010,07/06/2010,09:41,SGT_A,SPI Cam,SPI plus Video Camera,28,B,93,53.28639,2.92523,30,
ME5301_ActualPositions_RC20130128.284,CEND1110,NSeaBGC2010,07/06/2010,09:44,SGT_A,SPI Cam,SPI plus Video Camera,28,C,94,53.28641,2.92508,30,
ME5301_ActualPositions_RC20130128.285,CEND1110,NSeaBGC2010,07/06/2010,09:46,SGT_A,SPI Cam,SPI plus Video Camera,28,D,95,53.28644,2.92496,30,
ME5301_ActualPositions_RC20130128.286,CEND1110,NSeaBGC2010,07/06/2010,09:49,SGT_A,SPI Cam,SPI plus Video Camera,28,E,96,53.28648,2.9248,30,
ME5301_ActualPositions_RC20130128.287,CEND1110,NSeaBGC2010,07/06/2010,10:32,SGT_A,NZ,NIOZ Box corer,30,A/1,97,53.28639,2.92466,30,
ME5301_ActualPositions_RC20130128.288,CEND1110,NSeaBGC2010,07/06/2010,10:37,SGT_A,NZ,NIOZ Box corer,30,B/2,98,53.28632,2.9246,30,
ME5301_ActualPositions_RC20130128.289,CEND1110,NSeaBGC2010,07/06/2010,10:45,SGT_A,NZ,NIOZ Box corer,30,C/3,99,53.28631,2.92458,30,
ME5301_ActualPositions_RC20130128.290,CEND1110,NSeaBGC2010,07/06/2010,12:29,SGT_B,SPI Cam,SPI plus Video Camera,32,A,100,53.40597,3.04243,30,
ME5301_ActualPositions_RC20130128.291,CEND1110,NSeaBGC2010,07/06/2010,12:31,SGT_B,SPI Cam,SPI plus Video Camera,32,B,101,53.40592,3.04241,30,
ME5301_ActualPositions_RC20130128.292,CEND1110,NSeaBGC2010,07/06/2010,12:34,SGT_B,SPI Cam,SPI plus Video Camera,32,C,102,53.40587,3.04239,30,
ME5301_ActualPositions_RC20130128.293,CEND1110,NSeaBGC2010,07/06/2010,12:38,SGT_B,SPI Cam,SPI plus Video Camera,32,D,103,53.40583,3.04235,30,
ME5301_ActualPositions_RC20130128.294,CEND1110,NSeaBGC2010,07/06/2010,12:42,SGT_B,SPI Cam,SPI plus Video Camera,32,E,104,53.4058,3.04232,30,
ME5301_ActualPositions_RC20130128.295,CEND1110,NSeaBGC2010,07/06/2010,13:10,SGT_B,NZ,NIOZ Box corer,34,A/3,105,53.4058,3.04234,30,
ME5301_ActualPositions_RC20130128.296,CEND1110,NSeaBGC2010,07/06/2010,13:20,SGT_B,NZ,NIOZ Box corer,34,B/1,106,53.40577,3.04229,30,
ME5301_ActualPositions_RC20130128.297,CEND1110,NSeaBGC2010,07/06/2010,13:32,SGT_B,NZ,NIOZ Box corer,34,C/2,107,53.40574,3.04224,30,
ME5301_ActualPositions_RC20130128.298,CEND1110,NSeaBGC2010,07/06/2010,15:16,SGT_C,SPI Cam,SPI plus Video Camera,36,A,108,53.52476,3.16108,34,
ME5301_ActualPositions_RC20130128.299,CEND1110,NSeaBGC2010,07/06/2010,15:20,SGT_C,SPI Cam,SPI plus Video Camera,36,B,109,53.52472,3.16103,34,
ME5301_ActualPositions_RC20130128.300,CEND1110,NSeaBGC2010,07/06/2010,15:25,SGT_C,SPI Cam,SPI plus Video Camera,36,C,110,53.52475,3.16098,34,
ME5301_ActualPositions_RC20130128.301,CEND1110,NSeaBGC2010,07/06/2010,15:30,SGT_C,SPI Cam,SPI plus Video Camera,36,D,111,53.5247,3.16091,34,
ME5301_ActualPositions_RC20130128.302,CEND1110,NSeaBGC2010,07/06/2010,15:40,SGT_C,SPI Cam,SPI plus Video Camera,36,E,112,53.52472,3.16086,34,
ME5301_ActualPositions_RC20130128.303,CEND1110,NSeaBTA2010,07/06/2010,16:36,SGT_C(BTA_02),HG,0.1m2 Hamon Grab,38,A,113,53.5247,3.16081,33,
ME5301_ActualPositions_RC20130128.304,CEND1110,NSeaBTA2010,07/06/2010,16:40,SGT_C(BTA_02),HG,0.1m2 Hamon Grab,38,B,114,53.52469,3.1607,33,
ME5301_ActualPositions_RC20130128.305,CEND1110,NSeaBTA2010,07/06/2010,16:45,SGT_C(BTA_02),HG,0.1m2 Hamon Grab,38,C,115,53.52467,3.16064,33,
ME5301_ActualPositions_RC20130128.306,CEND1110,NSeaBTA2010,07/06/2010,16:49,SGT_C(BTA_02),HG,0.1m2 Hamon Grab,38,D,116,53.52465,3.16057,33,
ME5301_ActualPositions_RC20130128.307,CEND1110,NSeaBTA2010,07/06/2010,16:53,SGT_C(BTA_02),HG,0.1m2 Hamon Grab,38,E,117,53.52464,3.16061,33,
ME5301_ActualPositions_RC20130128.308,CEND1110,NSeaBGC2010,07/06/2010,17:12,SGT_C,NZ,NIOZ Box corer,39,A/1,119,53.52457,3.16072,33,
ME5301_ActualPositions_RC20130128.309,CEND1110,NSeaBGC2010,07/06/2010,17:20,SGT_C,NZ,NIOZ Box corer,39,B/3,120,53.52452,3.16076,33,
